,title,subtitle,authors,publisher,publishdate,description,isbn_13,page_count,main_categories,categories,average_rating,ratings_count,maturity_rating
1612,The New Centurions,A Novel,['Joseph Wambaugh'],Dell,1987-03-01,"Meet the Los Angeles blues—a new breed of cop. From the baby-faced rookies to hashmark heroes, they are besieged men, dealing daily with a world coming apart. Hunting killers, quelling gang wars, fighting corruption, they risk death every day . . . every night. Joseph Wambaugh was a damn good cop and LAPD detective. For fifteen years he prowled the streets, solved murders, took his lumps. Now he’s the hard-hitting, tough-talking bestselling writer who tells the brutal, true stories of the men who risk their lives every time a siren screams. Praise for The New Centurions “As explosive as a gunfight.”—The National Review “Blunt, forceful, vivid . . . superb characterizations.”—National Observer “Wambaugh’s policemen are neither angels nor villains.”—Los Angeles Herald-Examiner",9780440164173,369,['Fiction'],['Fiction'],,,NOT_MATURE
1613,Study War No More,,['Joe W. Haldeman'],Avon Books,1978,,9780380405190,323,"['Science fiction, American']","['Science fiction, American']",5,1,NOT_MATURE
1614,A Drink Before the War,,['Dennis Lehane'],Houghton Mifflin Harcourt,2003,"In Bost, PIs Patrick Kenzie and Angela Gennaro investigate the death of an African-American cleaning lady, gunned down in a burst of Uzi fire. A tale of street gang violence and of the racial divide between black and irish.",9780156029025,304,['Fiction'],['Fiction'],4,36,NOT_MATURE
1615,The Black Dahlia,,['James Ellroy'],Mysterious Press,2006-08-16,"On January 15, 1947, the torture-ravished body of a beautiful young woman is found in a Los Angeles vacant lot. The victim makes headlines as the Black Dahlia-and so begins the greatest manhunt in California history.Caught up in the investigation are Bucky Bleichert and Lee Blanchard: Warrants Squad cops, friends, and rivals in love with the same woman. But both are obsessed with the Dahlia-driven by dark needs to know everything about her past, to capture her killer, to possess the woman even in death. Their quest will take them on a hellish journey through the underbelly of postwar Hollywood, to the core of the dead girl's twisted life, past the extremes of their own psyches-into a region of total madness.",9780446698870,352,['Fiction'],['Fiction'],3.5,54,NOT_MATURE
1616,Corroborating Evidence,The Black Dahlia Murder,['William T. Rasmussen'],,2005,"Rasmussen presents evidence to show, with reasonable certainty, that someone else committed the murders that have kept William Heirens--the longest-serving living inmate in the Illinois penal system--in prison for 58 years .",9780865344921,234,['True Crime'],['True Crime'],,,NOT_MATURE
1617,Blood Moon Over Bengal,,['Morag McKendrick Pippin'],,2004,"When headstrong Elizabeth Mainwaring flies to Bengal, India, to reunite with her estranged father, a British colonel, she finds one of his soldiers irresistible—and also a suspect in a series of brutal murders!",9780843954524,358,['India'],['India'],5,1,NOT_MATURE
1618,The Silent Gondoliers,A Novel,['William Goldman'],Del Rey,2001-01-02,"The return of a beloved classic, from the bestselling author of The Princess Bride! “This inventive, offbeat fable has a touch of magic about it.”—Los Angeles Times Once upon a time, the gondoliers of Venice possessed the finest voices in all the world. But, alas, few remember those days—and fewer still were ever blessed to hear such glorious singing. No one since has discovered the secret behind the sudden silence of the golden-voiced gondoliers. No one, it seems, but S. Morgenstern. Now Morgenstern recounts the sad and noble story of the ambitions, frustrations, and eventual triumph of Luigi, the gondolier with the gooney smile. Here, in this brilliantly illustrated exposition of the surprising facts behind this all-but-forgotten mystery, S. Morgenstern reveals the fascinating truths about John the Bastard, Laura Lorenzini, the centenarian Cristaldi the Pickle, Enrico Caruso, Porky XII, the Great Sorrento, the Queen of Corsica—and, of course, the one and only Luigi. His tale will captivate you as much as his song! “Where The Princess Bride was lightheartedly brutal, this story is gently whimsical, well-complemented by Paul Giovanopoulos’s zany drawings.”—San Francisco Examiner-Chronicle",9780345442635,136,['Fiction'],['Fiction'],4,3,NOT_MATURE
1619,Hype and Glory,,['William Goldman'],Villard Books,1991,"The author of ""Adventures in the Screen Trade"" provides an inside look at the Cannes Film Festivals and the Miss America Pageant from his unique perspective as a judge, offering anecdotes about the judging process",9780679734789,306,['Performing Arts'],['Performing Arts'],,,NOT_MATURE
1620,The Dark Arena,A Novel,['Mario Puzo'],Ballantine Books,2001-05-01,"Mario Puzo won international acclaim for The Godfather and his other Mafia novels. But before creating those masterpieces, Puzo wrote his first acclaimed novel The Dark Arena–an astounding story of a war-scarred young American in a battle against corruption and betrayal. . . . After coming home at the end of World War II, Walter Mosca finds himself too restless for his civilian role in America. So he returns to Germany to find the woman he had once loved–and to start some kind of life in a vanquished country. But ahead of Walter stretches a dark landscape of defeat and intrigue, as he succumbs to the corrupting influences of a malevolent time. Now he enters a different kind of war, one in which he must make a fateful decision–between love and ambition, passion and greed, life and death. . . .",9780345441690,289,['Fiction'],['Fiction'],2.5,2,NOT_MATURE
1621,Road to Perdition 2,On the Road,['Max Allan Collins'],Paradox,2004,"O'Sullivan and his son are still on the run from Al Capone after Michael Jr. witnessed a mob murder. Michael and his son seek vengeance for the death of Michael's wife and younger son by robbing banks along the way and disrupting Capone's cashflow. However, they are still being pursued by dangerous bounty hunters, and their paths are destined to cross again in a hail of gunfire!",9781401203573,0,['Adventure stories'],['Adventure stories'],3,2,NOT_MATURE
1622,A Killing in Comics,,['Max Allan Collins'],Berkley Trade,2007,"In 1948, when the publisher of the blockbuster ""Wonder Guy"" comic strip is found dead, Maggie Starr joins forces with her stepson, Jack Starr, to uncover a killer among a host of suspects.",9780425213650,261,['Fiction'],['Fiction'],5,1,NOT_MATURE
1623,The War of the Worlds Murder,,['Max Allan Collins'],Berkley Publishing Group,2005,"In 1938, while working with The Shadow's creator on a film project, Orson Welles broadcasts The War of the Worlds, which causes widespread panic and places him in the center of a murder investigation when his mistress is murdered and he is accused of the crime. Original.",9780425204016,246,['Fiction'],['Fiction'],4,3,NOT_MATURE
1624,"The World, the Text, and the Critic",,['Edward W. Said'],Harvard University Press,1983,"Argues that contemporary critics force works of literature to fit their theories and examines the impact of Marxism, linguistics, psychoanalysis, and structuralism on literary criticism",9780674961876,340,['Literary Criticism'],['Literary Criticism'],3,1,NOT_MATURE
1625,Homepage Usability,55 Websites Deconstructed,"['Jakob Nielsen', 'Marie Tahir']",,2001,,9780735711020,138,['Business enterprises'],['Business enterprises'],,,NOT_MATURE
1626,The Wild Trees,A Story of Passion and Daring,['Richard Preston'],Random House (NY),2007,"Famous for immersing himself in his subjects, Preston turns his considerable writing talents to the fascinating study of wild tree canopies. To research this book, Preston learned how to climb giant trees, camped out in them, and interviewed countless forestry experts to offer listeners an in-depth examination of how and why these giant trees should be preserved.",9781400064892,0,['Coast redwood'],['Coast redwood'],4,28,NOT_MATURE
1627,Zero Debt,The Ultimate Guide to Financial Freedom,['Lynnette Khalfani'],,2004,"Provides practical advice on getting out of debt, setting a budget, and managing personal finances to guaranteea a healthy financial future and retirement.",9781932450750,204,['Business & Economics'],['Business & Economics'],,,NOT_MATURE
1628,Triple Zero: Star Wars Legends (Republic Commando),,['Karen Traviss'],Random House Worlds,2006-02-28,"Following the eruption of the bloody Clone Wars at the battle of Geonosis, both sides remain deadlocked in a stalemate that can be broken only by elite warrior teams like Omega Squad, clone commandos with terrifying combat skills and a lethal arsenal. . . . For Omega Squad, deployed deep behind enemy lines, it’s the same old special ops grind: sabotage, espionage, ambush, and assassination. But when Omega Squad is rushed to Coruscant, the war’s most dangerous new hotspot, the commandos discover they’re not the only ones penetrating the heart of the enemy. A surge in Separatist attacks has been traced to a network of Sep terror cells in the Republic’s capital, masterminded by a mole in Command Headquarters. To identify and destroy a Separatist spy and terror network in a city full of civilians will require special talents and skills. Not even the leadership of Jedi generals, along with the assistance of Delta squad and a certain notorious ARC trooper, can even the odds against the Republic Commandos. And while success may not bring victory in the Clone Wars, failure means certain defeat. Also includes the bonus story Omega Squad: Targets by Karen Traviss!",9780345490094,450,['Fiction'],['Fiction'],4,7,NOT_MATURE
1629,Bravo Two Zero,,['Andy McNab'],Random House,2005-11,"""In January 1991, eight members of the SAS regiment embarked upon a top secret mission that was to infiltrate them deep behind enemy lines. Under the command of Sergeant Andy McNab, they were to sever the underground communication link between Baghdad and north-west Iraq, and to seek and destroy mobile Scud launchers. Their call sign: Bravo Two Zero. Each man laden with 15 stone of equipment, they patrolled 20 km across flat desert to reach their objective. Within days, their location was compromised. After a fierce firefight, they were forced to escape and evade on foot to the Syrian border. In the desperate action that followed, though stricken by hypothermia and other injuries, the patrol 'went ballistic'. Four men were captured. Three died. Only one escaped. For the survivors, however, the worst ordeals were to come. Delivered to Baghdad, they were tortured with a savagery for which not even their intensive SAS training had prepared them. ""Bravo Two Zero"" is a breathtaking account of Special Forces soldiering: a chronicle of superhuman courage, endurance and dark humour in the face of overwhelming odds.""--Publisher description.",9780552153577,436,"['Persian Gulf War, 1991']","['Persian Gulf War, 1991']",3,7,NOT_MATURE
1630,Lullabies for Little Criminals,A Novel,"[""Heather O'Neill""]",Harper Collins,2009-10-13,"Heather O’Neill’s critically acclaimed debut novel, with a new introduction from the author to celebrate its ten-year anniversary Baby, all of thirteen years old, is lost in the gangly, coltish moment between childhood and the strange pulls and temptations of the adult world. Her mother is dead; her father, Jules, is scarcely more than a child himself and is always on the lookout for his next score. Baby knows that “chocolate milk” is Jules’ slang for heroin and sees a lot more of that in her house than the real thing. But she takes vivid delight in the scrappy bits of happiness and beauty that find their way to her, and moves through the threat of the streets as if she’s been choreographed in a dance. Soon, though, a hazard emerges that is bigger than even her hard-won survival skills can handle. Alphonse, the local pimp, has his eye on her for his new girl—and what the johns don’t take he covets for himself. If Baby cannot learn to become her own salvation, his dark world threatens to claim her, body and soul. Channeling the artlessly affecting voice of her thirteen-year-old heroine with extraordinary accuracy and power, Heather O’Neill’s debut novel blew readers away when it was first published ten years ago. Now it’s sure to capture its next decade of readers as Baby picks her pathway along the edge of the abyss to arrive at a place of redemption, and of love. Featuring a new introduction from the author CBC Canada reads winner, Paragraphe Hugh MacLennan Prize for Fiction winner, Orange Prize for Fiction finalist, Governor General’s Literary Award finalist, International Impac Dublin Literary Award finalist Praise for Lullabies for Little Criminals “A vivid portrait of life on skid row.”—People “A nuanced, endearing coming-of-age novel you won’t want to miss.”—Quill And Quire “Vivid and poignant. . . . A deeply moving and troubling novel.”—The Independent (London) “O’Neill is a tragicomedienne par excellence. . . . You will not want to miss this tender depiction of some very mean streets.”—Montreal Review of Books",9780060875077,368,['Fiction'],['Fiction'],4,43,NOT_MATURE
